conversion_rate,occupation,Id,business,Market_Rank,Biz_Street_Number_and_Name,Alt_BizPhone,Search_Location,Enriched_by,Date_Prospected,Prospected_by,Google_Search_Link,Stand_Alone_Website,Google_Search_Side_Profile__Y_N_,Google___of_Reviews,Google_Avg_Rating,Google_Lastest_Review__XXX_months_ago_,Angie_s_Search_Link,Angi_s_Profile_Link,Angi_s___of_Reviews,Angi_s_Avg_Rating,Angi_Lastest_Review_Date,Home_Advisor_Search_Link,HA_Profile_Link,HA___of_Reviews,HA_Avg_Rating,HA_Lastest_Review_Date,Yelp_Search_Link,Yelp_Profile_Link,Yelp___of_Reviews,Yelp___of_Reviews__that_are_not_recommended_,Yelp_Avg_Rating,Yelp__Lastest_Review_Date,Facebook_Search_Link,FB_URL,FB___of_Reviews,FB_Avg_Rating,FB_Latest_Review_Date,FB_Page_Likes,FB_Page_Follows,Instagram_Search_Link,IG_URL,IG_Follows,Month_Released,Occurence_in_MHF__Last_5_mos_,Month,Category,State,City,PostalCode,Phone,Email,DateAdded,sales_outcome,sales_outcome_date_mt,outcome_number_of_attempts,lead_status,lead_number_of_attempts,lead_converted_time,opportunity_id,opportunity_stage,opp_lead_pro_user_pk
0.0569,Electrician,00Q3q00001aPdW0EAK,Bell Cow,,"6020 Oak Forest Drive

Raleigh, NC",,Yelp,Ruby Rachel de Castro,4/20/2022,Ruby Rachel de Castro,"www.google.com/search?q=Bell Cow in Clayton, NC",https://bellcowservices.com/about/contact-us/,true,265,4.5,2.0,"www.google.com/search?q=Bell Cow in Clayton, NC site:angi.com",https://www.angi.com/companylist/us/nc/fayetteville/bell-cow-heating-and-cooling-reviews-8972491.htm,70,4.5,2021-02-28,"www.google.com/search?q=Bell Cow in Clayton, NC site:homeadvisor.com",https://www.homeadvisor.com/rated.BellCowHeating.67492415.html,257,4.4,2022-05-05,"www.google.com/search?q=Bell Cow in Clayton, NC site:yelp.com",https://www.yelp.com/biz/bell-cow-raleigh-2,14,12,1.5,2016-12-27,"www.google.com/search?q=Bell Cow in Clayton, NC site:facebook.com",https://www.facebook.com/ZarElectric/,20,4.8,2022-04-24,759,821,"www.google.com/search?q=Bell Cow Clayton, NC Instagram",,,,,May 2022,Electrical and Wiring Repair,NC,Clayton,27616,8445546782,marketing@bellcowservices.com,2022-05-06,Attempt,2022-05-08,2,Unsuccessful,2,,,,
0.0412,Landscaper,00Q3q00001aQ2tXEAS,ArborGold Tree Service,,"687 West Hazel Ave, Pillager, MN",,HomeAdvisor,Edcelle Marie Parreno,4/26/2022,Edcelle Marie Parreno,"www.google.com/search?q=ArborGold Tree Service in Minneapolis, MN",https://www.arborgoldllc.com/,false,,,,"www.google.com/search?q=ArborGold Tree Service in Minneapolis, MN site:angi.com",,,,,"www.google.com/search?q=ArborGold Tree Service in Minneapolis, MN site:homeadvisor.com",https://www.homeadvisor.com/rated.ArborGoldTreeService.118991243.html,,,,"www.google.com/search?q=ArborGold Tree Service in Minneapolis, MN site:yelp.com",,,,,,"www.google.com/search?q=ArborGold Tree Service in Minneapolis, MN site:facebook.com",https://www.facebook.com/ArborgoldInc/reviews/?ref=page_internal,2,5.0,2022-04-04,363,365,"www.google.com/search?q=ArborGold Tree Service Minneapolis, MN Instagram",,,,,May 2022,Tree Trimming and Removal,MN,Minneapolis,56473,6126012197,yourtreesolutions@outlook.com,2022-05-06,New,2022-05-06,5,New,5,,,,
0.0428,Handyman,00Q3q00001YOcioEAD,K&R Restoration-Unlicensed Contractor,,"12851 Crossmont Place Moreno Valley, CA",,HomeAdvisor,Nhejy Chua,5/10/2022,Nhejy Chua,"www.google.com/search?q=K&R Restoration-Unlicensed Contractor in Riverside, CA",,false,,,,"www.google.com/search?q=K&R Restoration-Unlicensed Contractor in Riverside, CA site:angi.com",https://www.angi.com/companylist/us/ca/moreno-valley/kandr-restorations-and-repair-reviews-10276878.htm,12,4.6,2022-03-22,"www.google.com/search?q=K&R Restoration-Unlicensed Contractor in Riverside, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.KRRestoration.121936881.html,1,5.0,2022-03-25,"www.google.com/search?q=K&R Restoration-Unlicensed Contractor in Riverside, CA site:yelp.com",,,,,,"www.google.com/search?q=K&R Restoration-Unlicensed Contractor in Riverside, CA site:facebook.com",,,,,,,"www.google.com/search?q=K&R Restoration-Unlicensed Contractor Riverside, CA Instagram",,,,,May 2022,Handyman,CA,Riverside,92553,9099107210,,2022-05-13,New,2022-06-29,3,Convert,3,2022-06-02T00:00:00Z,0063q000012yVLSAA2,Sales Qualified Opportunity,
0.0428,Handyman,00Q3q00001YOciqEAD,Devin Bates-Unlicensed Contractor,,"324 Atessa Court Roseville, CA",,HomeAdvisor,Nhejy Chua,5/10/2022,Nhejy Chua,"www.google.com/search?q=Devin Bates-Unlicensed Contractor in Roseville, CA",,false,,,,"www.google.com/search?q=Devin Bates-Unlicensed Contractor in Roseville, CA site:angi.com",,,,,"www.google.com/search?q=Devin Bates-Unlicensed Contractor in Roseville, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.DevinBates.120264212.html,1,5.0,2021-10-15,"www.google.com/search?q=Devin Bates-Unlicensed Contractor in Roseville, CA site:yelp.com",,,,,,"www.google.com/search?q=Devin Bates-Unlicensed Contractor in Roseville, CA site:facebook.com",,,,,,,"www.google.com/search?q=Devin Bates-Unlicensed Contractor Roseville, CA Instagram",,,,,May 2022,Handyman,CA,Roseville,95747,4234001457,,2022-05-13,New,2022-05-20,4,New,4,,,,
0.0412,Landscaper,00Q3q00001aeQNnEAM,VA Irrigation,,"13100 Johnny Moore Lane Clifton, VA",,HomeAdvisor,Peter Jermyn Acosta,5/31/2022,Peter Jermyn Acosta,"www.google.com/search?q=VA Irrigation in Woodbridge, VA",http://vairrigation.net/,false,,,,"www.google.com/search?q=VA Irrigation in Woodbridge, VA site:angi.com",,,,,"www.google.com/search?q=VA Irrigation in Woodbridge, VA site:homeadvisor.com",https://www.homeadvisor.com/rated.VAIrrigation.5239877.html,261,4.5,2022-05-24,"www.google.com/search?q=VA Irrigation in Woodbridge, VA site:yelp.com",,,,,,"www.google.com/search?q=VA Irrigation in Woodbridge, VA site:facebook.com",,,,,,,"www.google.com/search?q=VA Irrigation Woodbridge, VA Instagram",,,,,June 2022,Full Service Lawn Care,VA,Woodbridge,22302,7032178361,info@vairrigation.net,2022-06-03,Connection,2022-06-08,3,Unsuccessful,3,,,,
0.0412,Landscaper,00Q3q00001aeQzbEAE,Sod N Things,,"3300 West Florida Avenue, Unit 84 Denver, CO",720-270-0715,HomeAdvisor,Peter Jermyn Acosta,6/1/2022,Peter Jermyn Acosta,"www.google.com/search?q=Sod N Things in Aurora, CO",https://sodnthings.net/,true,2,5.0,0.5,"www.google.com/search?q=Sod N Things in Aurora, CO site:angi.com",,,,,"www.google.com/search?q=Sod N Things in Aurora, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.SodNThings.98261575.html,6,5.0,2021-11-19,"www.google.com/search?q=Sod N Things in Aurora, CO site:yelp.com",https://www.yelp.com/biz/sod-n-things-denver,1,0,5.0,2021-06-08,"www.google.com/search?q=Sod N Things in Aurora, CO site:facebook.com",https://www.facebook.com/Sod-N-Things-104651961720200/,,,,40,40,"www.google.com/search?q=Sod N Things Aurora, CO Instagram",,,,,June 2022,Full Service Lawn Care,CO,Aurora,80219,7203777107,,2022-06-03,Attempt,2022-06-16,1,Unsuccessful,1,,,,
0.1202,Pest Control Specialist,00Q3q00001aeQg3EAE,"Tri-Star Exterminating, Inc.",,"3500 Dallas High Shoals Rd., Dallas, NC",,HomeAdvisor,Maricor Villaluz,6/1/2022,Maricor Villaluz,"www.google.com/search?q=Tri-Star Exterminating, Inc. in Charlotte, NC",,false,,,,"www.google.com/search?q=Tri-Star Exterminating, Inc. in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=Tri-Star Exterminating, Inc. in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/sp/tristar-exterminating,,,,"www.google.com/search?q=Tri-Star Exterminating, Inc. in Charlotte, NC site:yelp.com",https://www.yelp.com/biz/tri-star-exterminators-dallas-2,,,,,"www.google.com/search?q=Tri-Star Exterminating, Inc. in Charlotte, NC site:facebook.com",,,,,,,"www.google.com/search?q=Tri-Star Exterminating, Inc. Charlotte, NC Instagram",,,,,June 2022,Termite Control Services,NC,Charlotte,28034,7049221548,,2022-06-03,New,2022-06-03,3,New,3,,,,
0.0569,Electrician,00Q3q00001aeQOIEA2,AW Electrical Services,,"8742 Cedar Groove Rd, Cross Plains TN, 
",,HomeAdvisor,Angela Pastidio,5/30/2022,Angela Pastidio,"www.google.com/search?q=AW Electrical Services in Nashville, TN",,true,60,5.0,0.5,"www.google.com/search?q=AW Electrical Services in Nashville, TN site:angi.com",,,,,"www.google.com/search?q=AW Electrical Services in Nashville, TN site:homeadvisor.com",https://www.homeadvisor.com/rated.AWElectricalServices.108629010.html,7,4.9,2021-12-21,"www.google.com/search?q=AW Electrical Services in Nashville, TN site:yelp.com",https://www.yelp.com/biz/aw-electrical-services-cross-plains-3,1,10,5.0,2022-03-01,"www.google.com/search?q=AW Electrical Services in Nashville, TN site:facebook.com",https://www.facebook.com/profile.php?id=100064756065128,7,5.0,2022-04-30,106,,"www.google.com/search?q=AW Electrical Services Nashville, TN Instagram",,,,,June 2022,Lighting Installation,TN,Nashville,37049,6152476271,Awelectricalservices21@gmail.com,2022-06-03,New,2022-06-03,2,New,2,,,,
0.0497,Paver,00Q3q00001aeQpNEAU,Conservation Concre,,17856 E. Amherst Ave.,,HomeAdvisor,Edcelle Marie Parreno,5/30/2022,Edcelle Marie Parreno,"www.google.com/search?q=Conservation Concre in Aurora, CO",,true,,,,"www.google.com/search?q=Conservation Concre in Aurora, CO site:angi.com",,,,,"www.google.com/search?q=Conservation Concre in Aurora, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.ConservationConcrete.84535453.html,10,4.4,2021-06-25,"www.google.com/search?q=Conservation Concre in Aurora, CO site:yelp.com",,,,,,"www.google.com/search?q=Conservation Concre in Aurora, CO site:facebook.com",https://www.facebook.com/Conservationconcrete,1,,2019-06-07,,41,"www.google.com/search?q=Conservation Concre Aurora, CO Instagram",,,,,June 2022,Concrete Installation,CO,Aurora,80013,7204368571,conservationconcrete@yahoo.com,2022-06-03,New,2022-06-03,2,New,2,,,,
0.0468,Carpenter,00Q3q00001aeQPDEA2,Ace Kustoms,,706 Woodard Street,,HomeAdvisor,Edcelle Marie Parreno,5/31/2022,Edcelle Marie Parreno,"www.google.com/search?q=Ace Kustoms in Houston, TX",https://acekustoms.net/,true,25,5.0,0.5,"www.google.com/search?q=Ace Kustoms in Houston, TX site:angi.com",,,,,"www.google.com/search?q=Ace Kustoms in Houston, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.AceKustoms.52533450.html,8,4.8,2020-11-08,"www.google.com/search?q=Ace Kustoms in Houston, TX site:yelp.com",https://www.yelp.com/biz/ace-kustoms-cabinets-and-trim-houston-2,1,1,5.0,2020-10-09,"www.google.com/search?q=Ace Kustoms in Houston, TX site:facebook.com",https://www.facebook.com/ace.kustoms.1,,,,,,"www.google.com/search?q=Ace Kustoms Houston, TX Instagram",,,,,June 2022,Custom Cabinet Building,TX,Houston,77009,2816603903,,2022-06-03,Connection,2022-06-05,1,Unsuccessful,1,,,,
0.0412,Landscaper,00Q3q00001afjsvEAA,"Trees and Turf of North Texas, LLC",,"6205 Fitzgerald Ct Garland, TX",,HomeAdvisor,Daisy Deza,6/7/2022,Daisy Deza,"www.google.com/search?q=Trees and Turf of North Texas, LLC in Allen, TX",,true,,,,"www.google.com/search?q=Trees and Turf of North Texas, LLC in Allen, TX site:angi.com",https://www.angi.com/companylist/us/tx/garland/trees-and-turf-of-north-texas-llc-reviews-9944633.htm,8,5.0,2021-07-14,"www.google.com/search?q=Trees and Turf of North Texas, LLC in Allen, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.TreesandTurfofNorth.84193794.html,,,,"www.google.com/search?q=Trees and Turf of North Texas, LLC in Allen, TX site:yelp.com",,,,,,"www.google.com/search?q=Trees and Turf of North Texas, LLC in Allen, TX site:facebook.com",,,,,,,"www.google.com/search?q=Trees and Turf of North Texas, LLC Allen, TX Instagram",,,,,June 2022,Outdoor Landscaping and Design,TX,Allen,75044,9728359310,,2022-06-17,New,2022-06-17,2,New,2,,,,
0.0311,General Contractor,00Q3q00001SumOxEAJ,Lakewood Restoration,,"7630 La Bolsa Drive
Dallas, TX",,HomeAdvisor,Daisy Deza,6/8/2022,Daisy Deza,"www.google.com/search?q=Lakewood Restoration in Dallas, TX",,false,,,,"www.google.com/search?q=Lakewood Restoration in Dallas, TX site:angi.com",,,,,"www.google.com/search?q=Lakewood Restoration in Dallas, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.LakewoodRestoration.6664374.html,,,,"www.google.com/search?q=Lakewood Restoration in Dallas, TX site:yelp.com",,,,,,"www.google.com/search?q=Lakewood Restoration in Dallas, TX site:facebook.com",,,,,,,"www.google.com/search?q=Lakewood Restoration Dallas, TX Instagram",,,,,June 2022,Bathroom Remodel,TX,Dallas,75032,2147271111,,2022-06-17,Connection,2020-03-10,6,Unsuccessful,6,,,,
0.0412,Landscaper,00Q3q00001Vsb8GEAR,New Image Lawn and Landscape,,"1001 StonyBrook Drive, Lewisville, TX,",,HomeAdvisor,Daisy Deza,6/8/2022,Daisy Deza,"www.google.com/search?q=New Image Lawn and Landscape in Flower Mound, TX",https://newimagelawnandlandscape.com/,true,,,,"www.google.com/search?q=New Image Lawn and Landscape in Flower Mound, TX site:angi.com",,,,,"www.google.com/search?q=New Image Lawn and Landscape in Flower Mound, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.NewImageLawnand.94517352.html,4,5.0,2021-01-27,"www.google.com/search?q=New Image Lawn and Landscape in Flower Mound, TX site:yelp.com",https://www.yelp.com/biz/new-image-lawn-care-wilmington-2?sort_by=date_desc,2,3,3.0,2021-07-09,"www.google.com/search?q=New Image Lawn and Landscape in Flower Mound, TX site:facebook.com",,,,,,,"www.google.com/search?q=New Image Lawn and Landscape Flower Mound, TX Instagram",,,,,June 2022,Outdoor Landscaping and Design,TX,Flower Mound,75067,2147834252,newimage84@hotmail.com,2022-06-17,Sale,2021-03-04,1,Convert,1,2021-03-05T00:00:00Z,0063q0000109DztAAE,Closed Won,415480445253943302
0.0412,Landscaper,00Q3q00001aeQNsEAM,TB Lawn Sprinklers,,"W. Center Ave. Denver, CO",,HomeAdvisor,Peter Jermyn Acosta,6/1/2022,Peter Jermyn Acosta,"www.google.com/search?q=TB Lawn Sprinklers in Littleton, CO",,false,,,,"www.google.com/search?q=TB Lawn Sprinklers in Littleton, CO site:angi.com",,,,,"www.google.com/search?q=TB Lawn Sprinklers in Littleton, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.TBLawnSprinklers.66660195.html,31,4.9,2021-04-14,"www.google.com/search?q=TB Lawn Sprinklers in Littleton, CO site:yelp.com",,,,,,"www.google.com/search?q=TB Lawn Sprinklers in Littleton, CO site:facebook.com",,,,,,,"www.google.com/search?q=TB Lawn Sprinklers Littleton, CO Instagram",,,,,June 2022,Full Service Lawn Care,CO,Littleton,80219,7204400861,,2022-06-17,Attempt,2022-06-05,1,Unsuccessful,1,,,,
0.0569,Electrician,00Q3q00001Zv83XEAR,BNI Electrical,,7460 Kitty Hawk Rd #20,,HomeAdvisor,Karla Bagalay,3/8/2022,Karla Bagalay,"www.google.com/search?q=BNI Electrical in San Antonio, TX",https://bni-electrical-contractor-converse.business.site/,true,9,5.0,11.0,"www.google.com/search?q=BNI Electrical in San Antonio, TX site:angi.com",,,,,"www.google.com/search?q=BNI Electrical in San Antonio, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.BNIElectricalContractor.105597940.html,,,,"www.google.com/search?q=BNI Electrical in San Antonio, TX site:yelp.com",,,,,,"www.google.com/search?q=BNI Electrical in San Antonio, TX site:facebook.com",,,,,,,"www.google.com/search?q=BNI Electrical San Antonio, TX Instagram",,,,,March 2022,Electrical and Wiring Repair,TX,San Antonio,,6152603487,,2022-03-10,Attempt,2022-03-15,1,Unsuccessful,1,,,,
0.0311,General Contractor,00Q3q00001Zv8J7EAJ,"Kimberlee Stein Decorating and Consulting Services, LLC",,"8148 Tahoe Parke Circle Austin, TX",,HomeAdvisor,Sheryl Reyes,3/8/2022,Sheryl Reyes,"www.google.com/search?q=Kimberlee Stein Decorating and Consulting Services, LLC in Austin, TX",http://www.kimberleestein.com/contact.html,true,,,,"www.google.com/search?q=Kimberlee Stein Decorating and Consulting Services, LLC in Austin, TX site:angi.com",,,,,"www.google.com/search?q=Kimberlee Stein Decorating and Consulting Services, LLC in Austin, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.KimberleeStein.123245219.html,1,5.0,2022-02-17,"www.google.com/search?q=Kimberlee Stein Decorating and Consulting Services, LLC in Austin, TX site:yelp.com",,,,,,"www.google.com/search?q=Kimberlee Stein Decorating and Consulting Services, LLC in Austin, TX site:facebook.com",,,,,,,"www.google.com/search?q=Kimberlee Stein Decorating and Consulting Services, LLC Austin, TX Instagram",,,,,March 2022,General Contracting,TX,Austin,,5126737357,Kimberleestein@aol.com,2022-03-11,Attempt,2022-03-16,2,Unsuccessful,2,,,,
0.0311,General Contractor,00Q3q00001Zwky8EAB,HRS Build,,"7522 Campbell Rd, Ste 113-258 Dallas, TX",,HomeAdvisor,Sheryl Reyes,3/9/2022,Sheryl Reyes,"www.google.com/search?q=HRS Build in Dallas, TX",https://hrsbuild.com/contact,true,,,,"www.google.com/search?q=HRS Build in Dallas, TX site:angi.com",,,,,"www.google.com/search?q=HRS Build in Dallas, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.HRSBuild.49105422.html,8,4.9,2020-12-14,"www.google.com/search?q=HRS Build in Dallas, TX site:yelp.com",https://www.yelp.com/biz/hrs-build-dallas,,,,,"www.google.com/search?q=HRS Build in Dallas, TX site:facebook.com",https://www.facebook.com/hrsbuild/?ref=page_internal,,,,119,141,"www.google.com/search?q=HRS Build Dallas, TX Instagram",https://www.instagram.com/hrs_build/,2068,,,March 2022,General Contracting,TX,Dallas,,4694414779,harriet@hrsbuild.com,2022-03-11,Attempt,2022-05-04,3,Unsuccessful,3,,,,
0.0569,Electrician,00Q3q00001Zv83gEAB,"Tim Ruth Electrical Services, LLC",,2711 Bay Oaks Harbor,,HomeAdvisor,Karla Bagalay,3/9/2022,Karla Bagalay,"www.google.com/search?q=Tim Ruth Electrical Services, LLC in Houston, TX",https://truthelectricalservicesllc.com/,true,2,3.0,5.0,"www.google.com/search?q=Tim Ruth Electrical Services, LLC in Houston, TX site:angi.com",,,,,"www.google.com/search?q=Tim Ruth Electrical Services, LLC in Houston, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.TimRuthElectrical.116193664.html,8,4.9,2021-09-02,"www.google.com/search?q=Tim Ruth Electrical Services, LLC in Houston, TX site:yelp.com",,,,,,"www.google.com/search?q=Tim Ruth Electrical Services, LLC in Houston, TX site:facebook.com",,,,,,,"www.google.com/search?q=Tim Ruth Electrical Services, LLC Houston, TX Instagram",,,,,March 2022,Electrical and Wiring Repair,TX,Houston,,7135980999,,2022-03-11,Attempt,2022-03-22,2,Unsuccessful,2,,,,
0.0311,General Contractor,00Q3q00001ZwkyaEAB,Kalista Construction,,"128 Kalista Lane, Mooresville, NC",,HomeAdvisor,Edcelle Marie Parreno,3/9/2022,Edcelle Marie Parreno,"www.google.com/search?q=Kalista Construction in Charlotte, NC",,false,,,,"www.google.com/search?q=Kalista Construction in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=Kalista Construction in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/sp/kalista-construction,,,,"www.google.com/search?q=Kalista Construction in Charlotte, NC site:yelp.com",,,,,,"www.google.com/search?q=Kalista Construction in Charlotte, NC site:facebook.com",https://www.facebook.com/Kalista-Construction-233357556724014/,2,5.0,2017-01-30,94,95,"www.google.com/search?q=Kalista Construction Charlotte, NC Instagram",,,,,March 2022,General Contracting,NC,Charlotte,,7043090275,josephakalista@gmail.com,2022-03-11,Connection,2022-05-17,3,Unsuccessful,3,,,,
0.0412,Landscaper,00Q3q00001WXRqLEAX,A-AAA Tree Service,,5308 Bangert Street,,HomeAdvisor,Angela Pastidio,,Karla Bagalay,"www.google.com/search?q=A-AAA Tree Service in Baltimore, MD",http://www.treeworkmd.com/,true,23,4.7,3.0,"www.google.com/search?q=A-AAA Tree Service in Baltimore, MD site:angi.com",https://www.angi.com/companylist/us/md/kingsville/a-aaa-tree-service-reviews-425969.htm,285,4.9,2021-09-02,"www.google.com/search?q=A-AAA Tree Service in Baltimore, MD site:homeadvisor.com",https://www.homeadvisor.com/sp/aaaa-tree-service,114,4.69,2014-10-28,"www.google.com/search?q=A-AAA Tree Service in Baltimore, MD site:yelp.com",,,,,,"www.google.com/search?q=A-AAA Tree Service in Baltimore, MD site:facebook.com",,,,,,,"www.google.com/search?q=A-AAA Tree Service Baltimore, MD Instagram",,,,,March 2022,Tree Trimming and Removal,MD,Baltimore,21162,4103210921,trees@treeworkmd.com,2022-03-10,Pitch,2021-06-07,2,Unsuccessful,1,,,,
0.0349,Cleaner,00Q3q00001Zwl9zEAB,"Rosys Cleaning Services, LLC",,"16542 East 49th Avenue, Unit 303",,HomeAdvisor,Nhejy Chua,3/15/2022,Nhejy Chua,"www.google.com/search?q=Rosys Cleaning Services, LLC in Denver, CO",https://rosyscleaningservices.com/,true,17,5.0,1.0,"www.google.com/search?q=Rosys Cleaning Services, LLC in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Rosys Cleaning Services, LLC in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.Rosy.107643666.html,2,4.0,2020-12-06,"www.google.com/search?q=Rosys Cleaning Services, LLC in Denver, CO site:yelp.com",https://www.yelp.com/biz/rosy-s-cleaning-services-aurora,,,,,"www.google.com/search?q=Rosys Cleaning Services, LLC in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=Rosys Cleaning Services, LLC Denver, CO Instagram",,,,,March 2022,House Cleaning,CO,Denver,80239,7202903450,,2022-03-17,Connection,2022-04-19,1,Unsuccessful,1,,,,
0.0886,HVAC Specialist,00Q3q00001Zwl9YEAR,Abracadabra Carpet Care,,"1909 Denver West Ct APT 1711 Golden, CO",,HomeAdvisor,Maricor Villaluz,3/15/2022,Maricor Villaluz,"www.google.com/search?q=Abracadabra Carpet Care in Denver, CO",,false,,,,"www.google.com/search?q=Abracadabra Carpet Care in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Abracadabra Carpet Care in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/abracadabra-carpet-care-more,10,4.57,2009-03-20,"www.google.com/search?q=Abracadabra Carpet Care in Denver, CO site:yelp.com",https://www.yelp.com/biz/abracadabra-carpet-care-golden,,,,,"www.google.com/search?q=Abracadabra Carpet Care in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=Abracadabra Carpet Care Denver, CO Instagram",,,,,March 2022,Duct and Vent Cleaning,CO,Denver,80401,3034273232,,2022-03-17,Attempt,2022-04-04,2,Unsuccessful,2,,,,
0.0886,HVAC Specialist,00Q3q00001ZewUgEAJ,"Lowery Heating, Air & Construction",2023,1740 W North Ave,,HomeAdvisor,Maricor Villaluz,2/8/2022,Maricor Villaluz,"www.google.com/search?q=Lowery Heating, Air & Construction in Baltimore, MD",,true,5,2.6,1.0,"www.google.com/search?q=Lowery Heating, Air & Construction in Baltimore, MD site:angi.com",,,,,"www.google.com/search?q=Lowery Heating, Air & Construction in Baltimore, MD site:homeadvisor.com",https://www.homeadvisor.com/rated.LoweryHeatingAirand.47329876.html,177,4.4,2021-08-23,"www.google.com/search?q=Lowery Heating, Air & Construction in Baltimore, MD site:yelp.com",https://www.yelp.com/biz/lowery-heating-air-and-construction-baltimore-3,2,,1.5,2022-02-09,"www.google.com/search?q=Lowery Heating, Air & Construction in Baltimore, MD site:facebook.com",https://m.facebook.com/Lowery-heating-air-and-construction-107491167771055/,,,,,,"www.google.com/search?q=Lowery Heating, Air & Construction Baltimore, MD Instagram",,,,,March 2022,Heating System Repair or Maintenance,MD,Baltimore,21217,4108705777,,2022-03-18,Retired,2022-03-16,2,Retired,2,,,,
0.0886,HVAC Specialist,00Q3q00001aQ37nEAC,Aire Serv of Greater Sacramento,,6430 Freeport Boulevard Suite 1,,HomeAdvisor,Karla Bagalay,3/15/2022,Karla Bagalay,"www.google.com/search?q=Aire Serv of Greater Sacramento in Sacramento, CA",https://www.aireserv.com/sacramento/,true,72,4.8,0.5,"www.google.com/search?q=Aire Serv of Greater Sacramento in Sacramento, CA site:angi.com",https://www.angi.com/companylist/us/ca/sacramento/aire-serv-of-greater-sacramento-reviews-2075562.htm,20,4.3,2017-10-09,"www.google.com/search?q=Aire Serv of Greater Sacramento in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/sp/comfort-zoneaire-serv-of-sacramento,1,3.83,2005-08-18,"www.google.com/search?q=Aire Serv of Greater Sacramento in Sacramento, CA site:yelp.com",https://www.yelp.com/biz/aire-serv-of-greater-sacramento-sacramento,52,11,4.5,2022-01-14,"www.google.com/search?q=Aire Serv of Greater Sacramento in Sacramento, CA site:facebook.com",https://www.facebook.com/AireServGreaterSacramento/,7,5.0,2022-03-12,157,178,"www.google.com/search?q=Aire Serv of Greater Sacramento Sacramento, CA Instagram",https://www.instagram.com/aireserv/?hl=en,436,,,March 2022,Central Air Conditioning Installation or Replacement,CA,Sacramento,95822,9164269398,info@aireserv.com,2022-03-17,Connection,2022-05-18,4,Unsuccessful,4,,,,
0.0311,General Contractor,00Q3q00001aNauqEAC,"Somerset West, Inc.",,"82 Calle Cataluna Camarillo, CA",,HomeAdvisor,Sheryl Reyes,3/23/2022,Sheryl Reyes,"www.google.com/search?q=Somerset West, Inc. in Los Angeles, CA",https://www.somersetw.com/,true,22,4.8,7.0,"www.google.com/search?q=Somerset West, Inc. in Los Angeles, CA site:angi.com",,,,,"www.google.com/search?q=Somerset West, Inc. in Los Angeles, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.SomersetWestInc.29796476.html,10,5.0,2021-09-18,"www.google.com/search?q=Somerset West, Inc. in Los Angeles, CA site:yelp.com",https://www.yelp.com/biz/somerset-west-inc-van-nuys-2?sort_by=date_desc,13,21,4.5,2021-09-09,"www.google.com/search?q=Somerset West, Inc. in Los Angeles, CA site:facebook.com",,,,,,,"www.google.com/search?q=Somerset West, Inc. Los Angeles, CA Instagram",https://www.instagram.com/somerset_west_inc/,50,,,March 2022,General Contracting,CA,Los Angeles,93012,8187306672,info@somersetw.com,2022-03-25,Retired,2022-04-12,1,Retired,1,,,,
